food,kids,kills,ticks,gage,shots,spawn
0.0,0,0,21,3,0,0
0.0,0,0,35,3,34,0
0.0,0,0,42,3,34,0
0.0,0,0,55,3,32,0
0.0,0,0,56,3,33,0
0.0,0,0,61,3,33,0
0.0,0,0,70,3,33,0
23.832102814454814,0,0,74,3,0,0
23.832102814454814,0,0,74,3,0,0
0.0,0,0,82,3,0,0
0.0,0,0,94,3,31,0
0.0,0,0,124,3,0,0
0.0,0,0,131,3,0,0
0.0,0,0,148,3,0,0
34.51818857881426,0,0,163,3,0,0
34.51818857881426,0,0,163,3,0,0
17.44040315620368,0,0,165,3,0,0
9.284449040483691,0,0,167,3,0,0
14.716870682403272,0,0,186,3,0,0
6.8032180265540765,0,0,191,3,0,0
7.666108675072946,0,0,193,1,0,0
10.475493484817996,0,0,242,1,0,0
0.0,0,0,246,3,0,0
0.0,0,0,246,3,0,0
13.77800118038973,0,0,254,3,0,0
13.77800118038973,0,0,254,3,0,0
5.342523500391928,0,0,260,3,0,0
0.0,0,0,262,1,0,0
0.0,0,0,272,1,0,0
0.0,0,0,281,3,0,0
0.0,0,0,283,1,0,0
10.999063959981502,0,0,343,3,0,0
0.0,0,0,5,1,0,345
0.0,0,0,10,1,0,351
0.0,0,0,361,3,0,0
0.0,0,0,371,3,0,0
5.989789959746007,0,0,107,1,0,285
5.989789959746007,0,0,107,1,0,285
0.0,0,0,48,1,34,361
8.878761614627312,0,0,408,3,0,0
13.612321871227461,0,0,409,3,0,0
24.618164327141834,0,0,418,3,0,0
19.282937691833446,0,0,418,1,0,0
14.841771212355724,0,0,426,1,0,0
14.841771212355724,0,0,426,1,0,0
0.0,0,0,428,3,0,0
0.0,0,0,428,3,0,0
0.0,0,0,8,1,0,430
0.0,0,0,11,1,0,428
0.0,0,0,53,1,33,420
18.948568377674675,0,0,472,3,0,0
0.0,0,0,76,1,0,411
6.499962771888494,0,0,491,3,0,0
6.499962771888494,0,0,491,3,0,0
6.155304115231371,0,0,507,1,0,0
0.0,0,0,521,3,0,0
0.0,0,0,521,3,0,0
17.33751761477918,0,0,533,3,0,0
0.0,0,0,48,1,33,488
7.448257259324784,0,0,538,3,0,0
0.0,0,0,51,1,0,493
18.057170702863765,0,0,548,3,0,0
21.991669839834444,0,0,143,1,0,439
0.0,0,0,583,3,0,0
0.0,0,0,587,3,0,0
0.0,0,0,1,1,0,589
31.875444013330508,0,0,594,3,0,0
0.0,0,0,61,1,0,536
12.081362108946422,0,0,606,3,0,0
47.71930918694562,0,0,609,3,0,0
0.0,0,0,17,1,13,598
0.0,0,0,195,1,0,438
0.0,0,0,109,1,0,535
0.0,0,0,1,1,0,645
0.0,0,0,254,1,0,393
0.0,0,0,254,1,0,393
14.373037483092382,0,0,653,3,0,0
0.0,0,0,123,1,0,540
6.145546716704924,0,0,29,1,0,647
0.0,0,0,155,1,0,523
0.0,0,0,155,1,0,523
0.0,0,0,72,1,0,611
0.0,0,0,413,1,0,283
0.0,0,0,413,1,0,283
0.0,0,0,9,1,6,697
10.126838564657737,0,0,132,1,64,608
0.0,0,0,379,1,0,363
0.0,0,0,51,1,33,706
7.222328857636978,0,0,264,1,0,500
0.0,0,0,90,1,0,684
0.0,0,0,90,1,0,684
0.0,0,0,197,1,0,585
0.0,0,0,362,1,0,421
0.0,0,0,362,1,0,421
21.4304103026641,0,1,141,1,103,679
0.0,0,0,48,1,34,775
5.874779028038567,0,0,85,1,0,740
9.162233848256617,0,0,47,1,0,783
8.189967902069847,0,0,830,3,0,0
0.0,0,0,255,1,0,583
0.0,0,0,213,1,0,634
0.0,0,0,19,1,14,831
