food,kids,kills,ticks,gage,shots,spawn
0.0,0,0,39,1,0,0
0.0,0,0,77,5,32,0
0.0,0,0,106,4,32,0
0.0,0,0,159,3,0,0
0.0,0,0,185,1,0,0
20.97791220417981,0,0,217,1,0,0
0.0,0,0,315,3,0,0
0.0,0,0,324,4,0,0
0.0,0,0,324,4,0,0
0.0,0,0,326,4,0,0
0.0,0,0,326,4,0,0
0.0,0,0,349,3,0,0
0.0,0,0,371,3,0,0
24.768357285266614,0,0,373,4,0,0
0.0,0,0,415,3,0,0
0.0,0,0,437,3,0,0
19.165542151120935,0,0,456,4,0,0
0.0,0,0,457,3,0,0
0.0,0,0,457,3,0,0
13.637673823263889,0,0,493,3,0,0
0.0,0,0,514,4,0,0
0.0,0,0,514,4,0,0
24.632932173380105,0,0,523,4,0,0
7.003608191113321,0,0,540,1,0,0
0.0,0,0,599,4,0,0
0.0,0,0,599,4,0,0
9.640429440947157,0,0,600,1,0,0
9.640429440947157,0,0,600,1,0,0
5.862333753742824,0,0,612,1,0,0
0.0,0,0,669,4,0,0
0.0,0,0,672,4,0,0
14.576838789887045,0,0,678,3,0,0
0.0,0,0,708,4,0,0
16.815664858191138,0,0,714,4,0,0
0.0,0,0,714,1,0,0
0.0,0,0,714,1,0,0
52.98061601010781,0,0,716,3,0,0
18.310173826898925,0,0,721,3,0,0
11.238092942637298,0,0,728,4,0,0
11.238092942637298,0,0,728,4,0,0
0.0,0,0,1,1,0,730
5.256191719476418,0,0,730,3,0,0
19.794228070281996,0,0,232,1,0,500
0.0,0,0,10,1,0,733
0.0,0,0,31,1,0,718
0.0,0,0,31,1,0,718
0.0,0,0,758,4,0,0
0.0,0,0,777,4,0,0
0.0,0,0,36,1,0,743
0.0,0,0,31,1,0,779
0.0,0,0,31,1,0,779
10.614770965810505,0,0,821,6,0,0
13.340484294846119,0,0,81,1,0,750
44.98702071514059,0,0,851,3,0,0
44.98702071514059,0,0,851,3,0,0
0.0,0,0,1,1,0,853
60.17391872868032,0,0,876,4,0,0
55.487127026465345,0,0,895,4,0,0
13.547908261276342,0,0,896,3,0,0
10.08050530052314,0,0,899,3,0,0
0.0,0,0,51,1,32,855
0.0,0,0,907,4,0,0
0.0,0,0,907,4,0,0
11.289674001685412,0,0,922,4,0,0
35.489689303030076,0,0,923,4,0,0
0.0,0,0,1,1,0,924
0.0,0,0,1,1,0,924
0.0,0,0,59,1,33,878
0.0,0,0,6,1,0,937
0.0,0,0,6,1,0,937
0.0,0,0,55,1,0,909
0.0,0,0,55,1,0,909
0.0,0,0,39,1,0,925
8.749491096182632,0,0,966,4,0,0
0.0,0,0,255,1,0,716
0.0,0,0,86,1,0,901
0.0,0,0,25,1,0,965
0.0,0,0,1003,3,0,0
25.903328555547155,0,0,1005,3,0,0
0.0,0,0,1,1,0,1007
0.0,0,0,1,1,0,1007
0.0,0,0,1,1,0,1009
0.0,0,0,10,1,0,1011
0.0,0,0,1,1,0,1021
0.0,0,0,1,1,0,1021
0.0,0,0,1,1,0,1021
0.0,0,0,1,1,0,1021
13.667354020401302,0,0,290,1,0,734
0.0,0,0,319,1,0,710
0.0,0,0,1,1,0,1030
39.968,0,4,65,1,29,968
0.0,0,0,51,1,33,988
0.0,0,0,323,1,0,723
0.0,0,0,9,1,0,1039
11.958899640981313,0,0,155,1,0,897
0.0,0,0,341,1,0,717
0.0,0,0,82,1,0,991
41.338329315652025,0,0,1083,6,0,0
0.0,0,0,289,1,0,811
0.0,0,0,57,1,32,1047
0.0,0,0,72,1,0,1034
0.0,0,0,37,1,0,1074
0.0,0,0,17,1,13,1101
0.0,0,0,17,1,13,1101
0.0,0,0,214,1,0,906
0.0,0,0,1,1,0,1119
55.11662030350008,0,0,1123,4,0,0
0.0,0,0,1139,4,0,0
0.0,0,0,1139,4,0,0
47.793685332255336,0,0,1151,3,0,0
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1,1,0,1153
0.0,0,0,1154,4,0,0
0.0,0,0,53,1,0,1104
39.62726701380722,0,0,1160,4,0,0
39.62726701380722,0,0,1160,4,0,0
209.83199999999997,0,21,38,1,26,1125
0.0,0,0,13,1,0,1156
14.58601588782878,0,0,9,1,0,1169
14.58601588782878,0,0,9,1,0,1169
0.0,0,0,17,1,0,1164
1321.5282823855262,0,71,1182,5,443,0
1321.5282823855262,0,71,1182,5,443,0
10.657343768056744,0,0,1186,4,0,0
0.0,0,0,245,1,0,972
0.0,0,0,245,1,0,972
0.0,0,0,245,1,0,972
0.0,0,0,245,1,0,972
0.0,0,0,245,1,0,972
0.0,0,0,245,1,0,972
0.0,0,0,404,1,0,823
9.230837777964783,0,0,195,1,0,1032
0.0,0,0,8,1,0,1228
0.0,0,0,306,1,0,944
0.0,0,0,1251,4,0,0
0.0,0,0,1251,5,0,0
0.0,0,0,1,1,0,1253
0.0,0,0,1,1,0,1253
0.0,0,0,1,1,0,1253
0.0,0,0,10,1,0,1252
0.0,0,0,85,1,0,1184
0.0,0,0,224,1,0,1049
11.836525173469907,0,0,218,1,40,1059
0.0,0,0,24,1,0,1255
0.0,0,0,1,1,0,1278
0.0,0,0,1,1,0,1278
0.0,0,0,257,1,0,1023
0.0,0,0,1,1,0,1279
20.439823782119927,0,0,141,1,0,1141
0.0,0,0,11,1,0,1282
56.33252517347128,0,7,124,1,116,1182
0.0,0,0,24,1,0,1293
0.0,0,0,11,1,7,1307
29.478811702794466,0,0,1327,4,0,0
29.478811702794466,0,0,1327,4,0,0
29.478811702794466,0,0,1327,4,0,0
8.518173532048506,0,0,574,1,0,760
0.0,0,0,60,1,0,1281
0.0,0,0,108,1,0,1236
0.0,0,0,65,1,32,1283
86.900700840714,0,0,1348,4,0,0
86.900700840714,0,0,1348,4,0,0
0.0,0,0,9,1,0,1342
24.089916155631997,0,0,1353,1,0,0
6.779253476902305,0,0,280,1,0,1085
6.779253476902305,0,0,280,1,0,1085
0.0,0,0,1,1,0,1366
0.0,0,0,1,1,0,1368
0.0,0,0,1,1,0,1368
0.0,0,0,51,1,8,1318
30.389382019860644,0,0,216,1,0,1155
94.58550911437452,0,4,250,1,186,1122
0.0,0,0,122,1,0,1251
0.0,0,0,2,1,0,1371
0.0,0,0,13,1,0,1370
0.0,0,0,30,1,0,1355
5.673537214298876,0,0,51,1,0,1335
0.0,0,0,391,1,0,1000
0.0,0,0,9,1,0,1387
0.0,0,0,60,1,0,1348
0.0,0,0,137,1,0,1274
121.02754058826524,0,7,680,1,419,732
0.0,0,0,47,1,0,1374
0.0,0,0,56,1,0,1375
0.0,0,0,91,1,0,1345
0.0,0,0,16,1,0,1422
0.0,0,0,128,1,0,1319
45.350760794727194,0,1,65,1,27,1383
0.0,0,0,13,1,0,1437
0.0,0,0,14,1,0,1438
0.0,0,0,106,1,0,1372
0.0,0,0,32,1,0,1449
6.392661098074379,0,0,74,1,54,1413
0.0,0,0,114,1,0,1373
12.251260947188669,0,0,36,1,0,1452
0.0,0,0,12,1,0,1479
0.0,0,0,319,1,0,1188
38.87679156414713,0,0,1527,4,0,0
0.0,0,0,44,1,34,1489
13.179225957055172,0,0,1545,3,0,0
0.0,0,0,623,1,0,926
0.0,0,0,76,1,0,1491
0.0,0,0,410,1,0,1162
0.0,0,0,1,1,0,1573
0.0,0,0,28,1,0,1547
0.0,0,0,1,1,0,1575
0.0,0,0,401,1,0,1179
0.0,0,0,53,1,32,1529
0.0,0,0,254,1,0,1329
0.0,0,0,254,1,0,1329
5.139859126627398,0,0,5,1,0,1582
0.0,0,0,13,1,0,1576
0.0,0,0,40,1,0,1550
0.0,0,0,104,1,31,1488
0.0,0,0,12,1,0,1584
0.0,0,0,115,1,0,1487
0.0,0,0,157,1,0,1450
0.0,0,0,11,1,0,1596
0.0,0,0,177,1,0,1432
0.0,0,0,49,1,33,1568
0.0,0,0,269,1,0,1351
0.0,0,0,269,1,0,1351
0.0,0,0,1,1,0,1621
0.0,0,0,3,1,0,1623
0.0,0,0,39,1,0,1589
0.0,0,0,1,1,0,1629
0.0,0,0,149,1,0,1482
0.0,0,0,33,1,0,1608
0.0,0,0,35,1,0,1610
0.0,0,0,47,1,34,1603
11.736000000000438,0,2,151,1,70,1500
53.880811740791344,0,0,1661,3,0,0
0.0,0,0,55,1,0,1609
0.0,0,0,55,1,0,1609
0.0,0,0,558,1,0,1107
0.0,0,0,41,1,0,1632
0.0,0,0,41,1,0,1632
0.0,0,0,12,1,0,1665
14.893991976851751,0,0,530,1,0,1158
0.0,0,0,798,1,0,898
0.0,0,0,70,1,33,1677
7.650101713509545,0,0,501,1,0,1263
0.0,0,0,1,1,0,1765
0.0,0,0,1,1,0,1767
0.0,0,0,158,1,0,1617
8.881758507558768,0,0,1775,5,0,0
8.881758507558768,0,0,1775,5,0,0
0.0,0,0,427,1,0,1350
0.0,0,0,427,1,0,1350
0.0,0,0,188,1,0,1591
0.0,0,0,3,1,0,1777
0.0,0,0,1,1,0,1780
11.251807992764704,0,0,731,1,0,1053
11.251807992764704,0,0,731,1,0,1053
0.0,0,0,144,1,0,1642
0.0,0,0,106,1,0,1689
0.0,0,0,106,1,0,1689
0.0,0,0,134,1,0,1666
0.0,0,0,175,1,0,1627
0.0,0,0,145,1,0,1674
0.0,0,0,44,1,33,1781
0.0,0,0,1,1,0,1825
12.352391002954583,0,0,179,1,0,1651
0.0,0,0,52,1,0,1782
0.0,0,0,73,1,19,1776
0.0,0,0,66,1,0,1787
5.296579903745556,0,0,86,1,0,1769
0.0,0,0,10,1,0,1850
0.0,0,0,67,1,0,1801
0.0,0,0,86,1,33,1785
34.08610333971697,0,0,1872,4,0,0
34.08610333971697,0,0,1872,4,0,0
0.0,0,0,465,1,0,1412
0.0,0,0,465,1,0,1412
0.0,0,0,485,1,0,1396
0.0,0,0,485,1,0,1396
0.0,0,0,4,1,2,1882
0.0,0,0,4,1,2,1882
0.0,0,0,64,1,33,1827
5.491865452584335,0,0,483,1,0,1409
0.0,0,0,1,1,0,1891
18.533043453033002,0,0,243,1,0,1650
18.533043453033002,0,0,243,1,0,1650
18.533043453033002,0,0,243,1,0,1650
0.0,0,0,1,1,0,1894
0.0,0,0,1,1,0,1894
5.305058363546008,0,0,786,1,0,1121
7.117357566614261,0,0,89,1,0,1820
0.0,0,0,318,1,0,1592
0.0,0,0,20,1,0,1910
0.0,0,0,184,1,0,1747
0.0,0,0,184,1,0,1747
0.0,0,0,184,1,0,1747
9.464000000000059,0,1,101,1,64,1831
0.0,0,0,1,1,0,1931
0.0,0,0,355,1,0,1577
0.0,0,0,1,1,0,1932
11.109558238811989,0,0,137,1,0,1796
8.598092860342414,0,0,80,1,61,1856
0.0,0,0,1,1,0,1936
0.0,0,0,13,1,0,1935
0.0,0,0,13,1,0,1935
0.0,0,0,13,1,0,1935
0.0,0,0,61,1,0,1896
18.857058363546525,0,2,89,1,48,1878
0.0,0,0,689,1,0,1280
0.0,0,0,689,1,0,1280
0.0,0,0,14,1,7,1958
0.0,0,0,14,1,7,1958
0.0,0,0,39,1,34,1934
0.0,0,0,1,1,0,1974
0.0,0,0,1,1,0,1974
0.0,0,0,1,1,0,1976
0.0,0,0,398,1,0,1581
0.0,0,0,86,1,0,1893
0.0,0,0,105,1,0,1887
0.0,0,0,105,1,0,1887
0.0,0,0,169,1,29,1835
0.0,0,0,345,1,0,1663
0.0,0,0,1,1,0,2009
0.0,0,0,44,1,34,1968
15.809298677363838,0,0,1234,1,0,780
49.391177913189345,0,0,374,1,0,1646
0.0,0,0,1,1,0,2021
0.0,0,0,1,1,0,2021
0.0,0,0,53,1,0,1970
0.0,0,0,53,1,0,1970
0.0,0,0,113,1,0,1911
0.0,0,0,113,1,0,1911
0.0,0,0,136,1,0,1895
0.0,0,0,7,1,0,2025
0.0,0,0,419,1,0,1631
0.0,0,0,419,1,0,1631
11.352422903208065,0,0,190,1,0,1869
0.0,0,0,196,1,0,1874
0.0,0,0,13,1,0,2060
0.0,0,0,1251,1,0,832
0.0,0,0,148,1,0,1937
0.0,0,0,55,1,0,2032
36.275402889828996,0,0,641,1,0,1448
0.0,0,0,46,1,34,2051
0.0,0,0,827,1,0,1270
0.0,0,0,827,1,0,1270
0.0,0,0,1,1,0,2097
18.715628001117906,0,0,95,1,66,2015
17.470336603268528,0,0,91,1,0,2023
0.0,0,0,1,1,0,2115
0.0,0,0,1,1,0,2115
0.0,0,0,55,1,33,2071
0.0,0,0,14,1,0,2117
0.0,0,0,14,1,0,2117
26.74233660326861,0,1,161,1,23,1981
0.0,0,0,1189,1,0,966
0.0,0,0,1189,1,0,966
0.0,0,0,14,1,0,2143
0.0,0,0,14,1,0,2143
0.0,0,0,63,1,32,2098
29.09629654007388,0,2,184,1,123,1978
0.0,0,0,83,1,0,2083
0.0,0,0,83,1,0,2083
32.14944319627753,0,0,389,1,0,1778
0.0,0,0,12,1,0,2158
0.0,0,0,8,1,0,2167
0.0,0,0,205,1,0,1973
0.0,0,0,205,1,0,1973
0.0,0,0,184,1,0,2000
0.0,0,0,72,1,0,2132
8.01941225272062,0,0,204,1,55,2011
0.0,0,0,416,1,0,1803
0.0,0,0,51,1,0,2175
0.0,0,0,51,1,34,2185
0.0,0,0,542,1,0,1697
0.0,0,0,262,1,0,1980
0.0,0,0,262,1,0,1980
0.0,0,0,7,1,0,2240
0.0,0,0,7,1,0,2240
0.0,0,0,182,1,0,2073
0.0,0,0,1,1,0,2256
0.0,0,0,176,1,0,2088
19.396296540074083,0,3,139,1,95,2126
0.0,0,0,329,1,0,1938
0.0,0,0,1,1,0,2266
0.0,0,0,1,1,0,2266
11.499590848154007,0,0,4,1,0,2268
0.0,0,0,1251,1,0,1025
0.0,0,0,891,1,0,1386
0.0,0,0,51,1,33,2227
0.0,0,0,341,1,0,1939
0.0,0,0,3,1,0,2279
0.0,0,0,65,1,32,2220
0.0,0,0,123,1,0,2163
0.0,0,0,16,1,0,2273
0.0,0,0,353,1,0,1949
22.627872972653066,0,0,286,1,0,2024
22.627872972653066,0,0,286,1,0,2024
0.0,0,0,48,1,34,2265
0.0,0,0,60,1,33,2258
0.0,0,0,35,1,0,2283
0.0,0,0,35,1,0,2283
0.0,0,0,32,1,0,2289
0.0,0,0,19,1,0,2303
0.0,0,0,455,1,0,1871
0.0,0,0,232,1,0,2099
0.0,0,0,232,1,0,2099
0.0,0,0,20,1,0,2311
0.0,0,0,177,1,0,2156
0.0,0,0,327,1,0,2012
10.987027878598616,0,0,255,1,0,2090
0.0,0,0,19,1,0,2327
