food,kids,kills,ticks,gage,shots,spawn
0.0,0,0,7,1,0,0
0.0,0,0,30,3,0,0
0.0,0,0,33,4,19,0
0.0,0,0,33,4,19,0
0.0,0,0,50,4,33,0
0.0,0,0,50,4,33,0
0.0,0,0,54,4,32,0
0.0,0,0,54,4,33,0
0.0,0,0,57,4,33,0
0.0,0,0,61,4,33,0
0.0,0,0,63,3,33,0
0.0,0,0,63,4,32,0
0.0,0,0,63,4,32,0
0.0,0,0,63,4,25,0
0.0,0,0,63,4,25,0
0.0,0,0,64,3,32,0
0.0,0,0,71,4,13,0
0.0,0,0,74,4,33,0
8.072000000000019,0,2,75,1,60,0
0.0,0,0,77,4,32,0
0.0,0,0,78,3,32,0
0.0,0,0,78,3,0,0
0.0,0,0,80,4,0,0
0.0,0,0,80,4,0,0
0.0,0,0,87,1,32,0
0.0,0,0,88,3,31,0
0.0,0,0,93,1,0,0
0.0,0,0,99,5,0,0
0.0,0,0,99,5,0,0
7.32093876007741,0,0,104,4,0,0
7.32093876007741,0,0,104,4,0,0
0.0,0,0,1,1,0,106
5.532000000000023,0,1,108,3,49,0
9.567277612435419,0,0,109,5,0,0
0.0,0,0,110,1,15,0
0.0,0,0,114,4,0,0
0.0,0,0,8,1,0,111
0.0,0,0,118,5,0,0
0.0,0,0,2,1,0,119
0.0,0,0,123,4,0,0
0.0,0,0,14,1,0,112
0.0,0,0,11,1,0,116
0.0,0,0,1,1,0,126
0.0,0,0,1,1,0,126
0.0,0,0,1,1,0,126
0.0,0,0,1,1,0,126
9.760000000000026,0,1,128,4,64,0
0.0,0,0,1,1,0,130
0.0,0,0,2,1,0,129
0.0,0,0,141,1,0,0
0.0,0,0,149,4,0,0
0.0,0,0,152,3,0,0
0.0,0,0,159,4,11,0
0.0,0,0,170,4,0,0
0.0,0,0,170,4,0,0
0.0,0,0,39,1,0,133
0.0,0,0,171,6,0,0
0.0,0,0,1,1,0,172
0.0,0,0,26,1,0,151
11.427210029656338,0,0,184,4,0,0
0.0,0,0,1,1,0,186
0.0,0,0,1,1,0,186
0.0,0,0,1,1,0,186
0.0,0,0,1,1,0,186
0.0,0,0,65,1,0,128
0.0,0,0,204,4,0,0
0.0,0,0,204,4,0,0
0.0,0,0,1,1,0,206
0.0,0,0,206,3,0,0
0.0,0,0,206,3,0,0
28.7178199142565,0,0,207,3,0,0
7.955619342809976,0,0,211,4,0,0
0.0,0,0,217,5,0,0
0.0,0,0,223,4,0,0
0.0,0,0,223,4,0,0
0.0,0,0,14,1,0,213
0.0,0,0,228,4,0,0
0.0,0,0,230,1,0,0
0.0,0,0,1,1,0,230
0.0,0,0,1,1,0,230
28.496000000000166,0,3,232,4,51,0
0.0,0,0,1,1,0,234
0.0,0,0,1,1,0,234
0.0,0,0,1,1,0,234
0.0,0,0,1,1,0,234
0.0,0,0,1,1,0,234
0.0,0,0,1,1,0,234
0.0,0,0,1,1,0,234
0.0,0,0,1,1,0,234
0.0,0,0,1,1,0,234
0.0,0,0,1,1,0,234
0.0,0,0,29,1,0,209
0.0,0,0,29,1,0,209
0.0,0,0,66,1,32,173
0.0,0,0,132,1,0,108
0.0,0,0,1,1,0,239
0.0,0,0,243,3,0,0
0.0,0,0,243,3,0,0
0.0,0,0,12,1,0,236
0.0,0,0,247,4,0,0
0.0,0,0,247,4,0,0
0.0,0,0,116,1,0,132
14.368906021310723,0,0,95,1,0,154
0.0,0,0,12,1,0,242
0.0,0,0,81,1,0,174
0.0,0,0,1,1,0,254
0.0,0,0,16,1,7,240
0.0,0,0,46,1,0,210
0.0,0,0,27,1,17,232
14.401879011974298,0,0,262,4,0,0
0.0,0,0,21,1,0,245
0.0,0,0,21,1,0,245
0.0,0,0,269,4,0,0
0.0,0,0,269,4,0,0
0.0,0,0,12,1,0,259
0.0,0,0,16,1,11,256
0.0,0,0,16,1,11,256
0.0,0,0,273,4,0,0
0.0,0,0,276,6,0,0
0.0,0,0,276,6,0,0
0.0,0,0,1,1,0,278
7.967301730567247,0,0,171,1,0,109
8.899499279121736,0,0,279,4,0,0
0.0,0,0,23,1,12,260
0.0,0,0,23,1,12,260
5.2670342992181265,0,0,283,4,0,0
0.0,0,0,85,1,0,208
0.0,0,0,13,1,0,282
0.0,0,0,39,1,0,264
0.0,0,0,37,1,0,281
0.0,0,0,19,1,0,304
0.0,0,0,50,1,33,275
0.0,0,0,1,1,0,324
0.0,0,0,1,1,0,324
0.0,0,0,1,1,0,324
0.0,0,0,1,1,0,324
0.0,0,0,1,1,0,324
0.0,0,0,1,1,0,324
0.0,0,0,1,1,0,324
0.0,0,0,1,1,0,324
0.0,0,0,1,1,0,324
0.0,0,0,1,1,0,324
0.0,0,0,1,1,0,324
0.0,0,0,92,1,24,233
0.0,0,0,335,4,0,0
0.0,0,0,50,1,0,294
0.0,0,0,89,1,32,258
0.0,0,0,349,4,0,0
14.251358683713967,0,0,350,4,0,0
11.905348328557888,0,0,102,1,72,251
0.0,0,0,78,1,0,280
0.0,0,0,14,1,0,352
0.0,0,0,41,1,34,326
0.0,0,0,368,5,0,0
43.12781587617425,0,2,123,1,114,248
0.0,0,0,106,1,0,267
0.0,0,0,56,1,0,319
0.0,0,0,51,1,33,327
0.0,0,0,1,1,0,378
0.0,0,0,1,1,0,378
0.0,0,0,1,1,0,378
0.0,0,0,378,5,0,0
0.0,0,0,1,1,0,381
27.913228727310006,0,0,272,1,120,122
0.0,0,0,50,1,0,347
0.0,0,0,50,1,0,347
0.0,0,0,43,1,0,359
0.0,0,0,214,1,0,188
0.0,0,0,36,1,0,370
0.0,0,0,36,1,0,370
0.0,0,0,26,1,0,383
0.0,0,0,232,1,0,178
0.0,0,0,185,1,0,225
0.0,0,0,74,1,0,337
14.22268461729082,0,0,141,1,0,273
0.0,0,0,2,1,0,413
0.0,0,0,175,1,0,241
0.0,0,0,1,1,0,415
0.0,0,0,1,1,0,415
0.0,0,0,1,1,0,415
0.0,0,0,1,1,0,415
8.00252769015842,0,0,53,1,19,367
0.0,0,0,300,1,0,120
0.0,0,0,232,1,0,194
0.0,0,0,232,1,0,194
0.0,0,0,22,1,0,407
0.0,0,0,18,1,0,412
0.0,0,0,17,1,0,416
0.0,0,0,60,1,0,374
0.0,0,0,60,1,0,374
0.0,0,0,8,1,0,427
0.0,0,0,178,1,0,257
0.0,0,0,178,1,0,257
0.0,0,0,84,1,0,351
0.0,0,0,84,1,0,351
0.0,0,0,1,1,0,438
0.0,0,0,1,1,0,438
0.0,0,0,1,1,0,438
0.0,0,0,1,1,0,438
0.0,0,0,11,1,0,430
0.0,0,0,1,1,0,441
0.0,0,0,1,1,0,443
0.0,0,0,1,1,0,443
0.0,0,0,1,1,0,443
0.0,0,0,1,1,0,443
0.0,0,0,1,1,0,443
0.0,0,0,1,1,0,443
0.0,0,0,1,1,0,443
0.0,0,0,1,1,0,443
0.0,0,0,1,1,0,443
0.0,0,0,1,1,0,443
0.0,0,0,10,1,4,436
0.0,0,0,30,1,0,417
0.0,0,0,30,1,0,417
0.0,0,0,11,1,0,440
0.0,0,0,33,1,0,421
0.0,0,0,26,1,0,437
0.0,0,0,31,1,0,445
0.0,0,0,46,1,34,431
0.0,0,0,319,1,0,161
0.0,0,0,260,1,0,227
0.0,0,0,1,1,0,488
0.0,0,0,1,1,0,488
0.0,0,0,88,1,0,404
0.0,0,0,29,1,0,464
0.0,0,0,8,1,0,490
9.286590409414496,0,0,76,1,0,422
0.0,0,0,1,1,0,499
0.0,0,0,1,1,0,499
9.792000000000023,0,1,72,1,36,433
0.0,0,0,57,1,33,451
0.0,0,0,17,1,0,494
0.0,0,0,17,1,0,494
0.0,0,0,65,1,32,448
0.0,0,0,68,1,33,447
0.0,0,0,136,1,0,380
0.0,0,0,245,1,0,271
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,1,1,0,517
0.0,0,0,5,1,0,518
0.0,0,0,5,1,0,518
0.0,0,0,305,1,0,219
0.0,0,0,58,1,0,478
7.765027860538352,0,0,46,1,29,493
0.0,0,0,15,1,5,525
0.0,0,0,26,1,0,515
0.0,0,0,541,4,0,0
0.0,0,0,1,1,0,541
0.0,0,0,217,1,0,325
0.0,0,0,217,1,0,325
0.0,0,0,39,1,0,506
0.0,0,0,9,1,0,537
0.0,0,0,41,1,0,508
0.0,0,0,41,1,0,508
0.0,0,0,41,1,0,508
0.0,0,0,148,1,0,403
0.0,0,0,1,1,0,552
0.0,0,0,1,1,0,552
0.0,0,0,40,1,0,513
0.0,0,0,1,1,0,554
0.0,0,0,16,1,0,540
0.0,0,0,16,1,0,540
5.7968739120300095,0,0,80,1,0,477
0.0,0,0,1,1,0,556
0.0,0,0,1,1,0,557
0.0,0,0,206,1,0,353
0.0,0,0,206,1,0,353
10.209614464192457,0,0,125,1,0,435
0.0,0,0,8,1,0,558
0.0,0,0,172,1,0,398
0.0,0,0,208,1,0,366
24.376768877002746,0,0,573,3,0,0
0.0,0,0,29,1,0,547
0.0,0,0,232,1,0,345
0.0,0,0,232,1,0,345
0.0,0,0,62,1,0,524
7.2896406057820045,0,0,134,1,0,455
0.0,0,0,466,1,0,125
0.0,0,0,74,1,0,519
0.0,0,0,1,1,0,594
0.0,0,0,1,1,0,594
0.0,0,0,1,1,0,594
0.0,0,0,1,1,0,594
0.0,0,0,1,1,0,594
0.0,0,0,1,1,0,594
0.0,0,0,1,1,0,594
0.0,0,0,1,1,0,594
0.0,0,0,1,1,0,594
0.0,0,0,1,1,0,594
10.601658051979689,0,0,225,1,0,372
0.0,0,0,43,1,0,555
0.0,0,0,9,1,0,590
0.0,0,0,1,1,0,598
0.0,0,0,329,1,0,272
0.0,0,0,102,1,0,500
0.0,0,0,102,1,0,500
0.0,0,0,1,1,0,602
0.0,0,0,37,1,0,571
0.0,0,0,60,1,32,550
0.0,0,0,1,1,0,610
0.0,0,0,36,1,0,576
0.0,0,0,36,1,0,576
0.0,0,0,34,1,0,578
0.0,0,0,34,1,0,578
0.0,0,0,1,1,0,613
0.0,0,0,41,1,0,577
