food,kids,kills,ticks,gage,shots,spawn
0.0,0,0,6,3,0,0
0.0,0,0,8,3,0,0
0.0,0,0,16,1,0,0
0.0,0,0,37,3,34,0
0.0,0,0,40,3,34,0
0.0,0,0,44,3,34,0
0.0,0,0,46,1,0,0
0.0,0,0,51,3,33,0
0.0,0,0,51,3,34,0
0.0,0,0,51,3,33,0
0.0,0,0,51,1,33,0
0.0,0,0,56,3,32,0
0.0,0,0,57,3,33,0
0.0,0,0,59,3,32,0
0.0,0,0,59,3,33,0
0.0,0,0,62,3,32,0
0.0,0,0,64,3,0,0
9.872000000000014,0,1,72,3,66,0
7.420182161140186,0,0,77,1,57,0
0.0,0,0,77,3,0,0
0.0,0,0,77,3,0,0
0.0,0,0,79,1,0,0
0.0,0,0,87,3,0,0
0.0,0,0,88,3,0,0
0.0,0,0,88,3,0,0
13.171361490844246,0,0,93,3,76,0
0.0,0,0,108,3,0,0
0.0,0,0,112,3,0,0
10.097955089444076,0,0,121,3,0,0
0.0,0,0,12,1,7,114
0.0,0,0,7,1,4,126
0.0,0,0,7,1,4,126
0.0,0,0,138,3,0,0
0.0,0,0,151,1,0,0
0.0,0,0,1,1,0,153
0.0,0,0,164,3,0,0
0.0,0,0,1,1,0,166
0.0,0,0,1,1,0,166
0.0,0,0,179,3,0,0
0.0,0,0,30,1,0,155
0.0,0,0,185,3,0,0
0.0,0,0,197,3,0,0
0.0,0,0,198,3,0,0
0.0,0,0,1,1,0,199
0.0,0,0,1,1,0,199
0.0,0,0,1,1,0,199
21.60998073795485,0,1,227,1,26,0
0.0,0,0,239,3,0,0
14.871883174218292,0,0,241,3,0,0
0.0,0,0,51,1,32,201
0.0,0,0,11,1,9,241
54.37952139908937,0,2,252,3,93,0
0.0,0,0,267,3,0,0
0.0,0,0,267,3,0,0
0.0,0,0,279,3,0,0
0.0,0,0,94,1,0,187
0.0,0,0,94,1,0,187
56.990966157366245,0,0,287,3,0,0
0.0,0,0,69,1,0,229
0.0,0,0,50,1,33,254
0.0,0,0,35,1,0,281
0.0,0,0,35,1,0,281
0.0,0,0,317,3,0,0
0.0,0,0,82,1,0,252
0.0,0,0,82,1,0,252
0.0,0,0,362,3,0,0
0.0,0,0,362,3,0,0
0.0,0,0,363,3,0,0
40.39988317421872,0,3,370,1,40,0
0.0,0,0,61,1,0,317
0.0,0,0,385,3,0,0
0.0,0,0,385,3,0,0
0.0,0,0,1,1,0,387
0.0,0,0,1,1,0,387
0.0,0,0,26,1,0,364
0.0,0,0,393,3,0,0
0.0,0,0,278,1,0,123
0.0,0,0,133,1,0,269
0.0,0,0,404,3,0,0
0.0,0,0,1,1,0,406
14.989238076031482,0,0,9,1,0,403
14.989238076031482,0,0,9,1,0,403
0.0,0,0,26,1,0,389
0.0,0,0,165,1,0,253
0.0,0,0,233,1,0,186
0.0,0,0,1,1,0,419
0.0,0,0,423,3,0,0
128.27243715328132,0,5,427,3,274,0
0.0,0,0,436,1,0,0
0.0,0,0,244,1,0,200
0.0,0,0,32,1,0,416
0.0,0,0,32,1,0,416
0.0,0,0,32,1,0,416
6.856000000000219,0,1,114,1,54,335
0.0,0,0,54,1,0,395
0.0,0,0,9,1,0,445
0.0,0,0,13,1,0,454
9.896000000000011,0,1,49,1,22,420
0.0,0,0,152,1,0,319
0.0,0,0,4,1,0,468
0.0,0,0,307,1,0,168
0.0,0,0,53,1,0,425
29.232000000000085,0,3,59,1,29,421
0.0,0,0,52,1,0,429
0.0,0,0,199,1,0,282
6.512000000000219,0,1,74,1,55,408
0.0,0,0,45,1,34,438
0.0,0,0,5,1,0,479
0.0,0,0,491,3,0,0
0.0,0,0,128,1,0,365
0.0,0,0,15,1,0,482
0.0,0,0,25,1,0,472
0.0,0,0,25,1,0,472
0.0,0,0,59,1,31,450
0.0,0,0,43,1,33,476
0.0,0,0,519,3,0,0
0.0,0,0,384,1,0,140
0.0,0,0,57,1,0,470
0.0,0,0,38,1,0,497
17.47338319527648,0,0,426,1,0,110
14.525462116214143,0,0,552,3,0,0
0.0,0,0,1,1,0,554
0.0,0,0,1,1,0,556
0.0,0,0,1,1,0,556
0.0,0,0,58,1,33,521
0.0,0,0,1,1,0,579
0.0,0,0,280,1,0,304
0.0,0,0,145,1,0,449
0.0,0,0,110,1,0,485
0.0,0,0,607,3,0,0
0.0,0,0,607,3,0,0
0.0,0,0,615,3,0,0
0.0,0,0,135,1,0,484
0.0,0,0,133,1,0,486
0.0,0,0,84,1,28,537
0.0,0,0,84,1,28,537
0.0,0,0,1,1,0,620
0.0,0,0,28,1,0,595
0.0,0,0,332,1,0,299
0.0,0,0,332,1,0,299
0.0,0,0,267,1,0,372
0.0,0,0,267,1,0,372
0.0,0,0,161,1,0,481
0.0,0,0,161,1,0,481
0.0,0,0,28,1,19,624
16.181740293779853,0,0,656,1,0,0
