food,kids,kills,ticks,gage,shots,spawn
0.0,0,0,36,3,0,0
0.0,0,0,47,3,33,0
0.0,0,0,50,3,34,0
0.0,0,0,51,4,33,0
0.0,0,0,57,4,33,0
0.0,0,0,57,4,33,0
0.0,0,0,61,1,0,0
0.0,0,0,62,4,32,0
0.0,0,0,62,4,33,0
0.0,0,0,67,1,32,0
0.0,0,0,67,1,0,0
0.0,0,0,68,3,0,0
0.0,0,0,68,3,0,0
0.0,0,0,80,4,0,0
0.0,0,0,82,3,33,0
0.0,0,0,82,3,0,0
0.0,0,0,84,1,32,0
0.0,0,0,84,3,0,0
0.0,0,0,84,3,0,0
28.270201736688495,0,0,93,3,0,0
28.270201736688495,0,0,93,3,0,0
7.422796014876731,0,0,109,4,0,0
7.422796014876731,0,0,109,4,0,0
9.712000000000032,0,1,117,3,63,0
0.0,0,0,117,4,0,0
0.0,0,0,117,3,0,0
0.0,0,0,117,3,0,0
9.06607501577584,0,0,125,3,61,0
0.0,0,0,138,3,0,0
0.0,0,0,140,3,0,0
0.0,0,0,147,1,0,0
0.0,0,0,150,4,0,0
5.964439058586488,0,0,165,3,0,0
0.0,0,0,1,1,0,167
0.0,0,0,183,3,0,0
0.0,0,0,183,3,0,0
0.0,0,0,184,3,0,0
0.0,0,0,184,4,0,0
0.0,0,0,1,1,0,187
0.0,0,0,190,1,0,0
0.0,0,0,191,3,0,0
9.02885765445144,0,0,192,4,0,0
9.02885765445144,0,0,192,4,0,0
0.0,0,0,1,1,0,194
0.0,0,0,1,1,0,196
0.0,0,0,204,3,0,0
0.0,0,0,1,1,0,206
0.0,0,0,1,1,0,208
0.0,0,0,1,1,0,208
0.0,0,0,1,1,0,208
0.0,0,0,1,1,0,208
0.0,0,0,1,1,0,208
0.0,0,0,1,1,0,208
0.0,0,0,210,3,0,0
0.0,0,0,48,1,31,186
21.86017498769377,0,0,55,1,0,189
21.86017498769377,0,0,55,1,0,189
10.720722360516245,0,0,244,1,0,0
0.0,0,0,49,1,34,212
13.262166807865842,0,0,268,1,0,0
14.040642225252387,0,0,272,3,0,0
8.621771926510627,0,0,276,1,0,0
0.0,0,0,10,1,0,270
0.0,0,0,282,3,0,0
0.0,0,0,10,1,0,280
12.200660602039292,0,0,31,1,0,261
0.0,0,0,3,1,0,290
0.0,0,0,142,1,0,152
0.0,0,0,1,1,0,295
0.0,0,0,1,1,0,295
0.0,0,0,1,1,0,295
0.0,0,0,1,1,0,295
0.0,0,0,297,3,0,0
0.0,0,0,297,3,0,0
10.03966301080747,0,0,301,3,0,0
14.045969692507063,1,0,14,1,0,293
21.416615428427335,0,0,309,3,0,0
17.153084839147247,1,0,15,2,0,296
0.0,0,0,11,3,0,300
0.0,0,0,1,1,0,312
0.0,0,0,1,1,0,312
0.0,0,0,330,3,0,0
0.0,0,0,338,1,0,0
0.0,0,0,37,1,0,307
12.48680309273729,0,0,366,3,0,0
0.0,0,0,55,1,0,314
0.0,0,0,55,1,0,314
0.0,0,0,137,1,0,235
0.0,0,0,131,1,0,246
0.0,0,0,131,1,0,246
0.0,0,0,6,1,3,373
0.0,0,0,14,1,0,368
7.8738935518974715,0,0,139,1,0,245
0.0,0,0,204,1,0,185
0.0,0,0,46,1,27,345
0.0,0,0,97,1,0,294
11.858799467816436,0,0,391,3,0,0
0.0,0,0,63,1,0,332
0.0,0,0,13,1,0,396
0.0,0,0,1,1,0,409
0.0,0,0,1,1,0,409
0.0,0,0,4,1,0,411
0.0,0,0,1,1,0,416
0.0,0,0,1,1,0,416
0.0,0,0,417,3,0,0
0.0,0,0,1,1,0,419
0.0,0,0,44,1,34,378
0.0,0,0,109,1,0,313
5.541844621990451,0,0,422,3,0,0
0.0,0,0,34,1,0,392
0.0,0,0,426,3,0,0
11.121027234356458,1,0,9,1,6,421
0.0,0,0,158,1,0,274
0.0,0,0,158,1,0,274
0.0,0,0,158,1,0,274
0.0,0,0,38,1,0,394
0.0,0,0,1,1,0,433
0.0,0,0,13,1,7,423
0.0,0,0,12,2,3,423
0.0,0,0,437,3,0,0
0.0,0,0,140,1,0,299
0.0,0,0,140,1,0,299
0.0,0,0,10,1,8,430
0.0,0,0,440,4,0,0
0.0,0,0,440,4,0,0
0.0,0,0,49,1,34,393
0.0,0,0,1,1,0,443
0.0,0,0,1,1,0,443
0.0,0,0,1,1,0,443
0.0,0,0,1,1,0,443
18.02222798059718,0,0,443,3,0,0
0.0,0,0,66,1,0,380
0.0,0,0,6,1,2,441
0.0,0,0,6,1,2,441
0.0,0,0,33,1,0,422
0.0,0,0,12,1,5,447
0.0,0,0,22,1,11,445
0.0,0,0,22,1,11,445
233.61992116071988,0,20,468,4,346,0
0.0,0,0,44,1,0,427
0.0,0,0,284,1,0,193
0.0,0,0,284,1,0,193
0.0,0,0,43,1,0,437
0.0,0,0,146,1,0,340
0.0,0,0,280,1,0,210
0.0,0,0,280,1,0,210
0.0,0,0,503,3,0,0
14.810928352315889,0,0,60,1,33,448
0.0,0,0,24,1,0,491
0.0,0,0,24,1,0,491
0.0,0,0,59,1,33,460
0.0,0,0,1,1,0,519
0.0,0,0,243,1,0,278
0.0,0,0,243,1,0,278
0.0,0,0,1,1,0,521
0.0,0,0,1,1,0,521
0.0,0,0,84,1,0,440
0.0,0,0,61,1,32,478
0.0,0,0,97,1,0,442
0.0,0,0,97,1,0,442
0.0,0,0,30,1,0,516
0.0,0,0,118,1,0,428
14.145201534724748,0,0,545,3,0,0
5.34513755350714,0,0,264,1,0,284
0.0,0,0,1,1,0,549
0.0,0,0,1,1,0,549
0.0,0,0,12,1,6,540
0.0,0,0,30,1,0,525
17.480240894254262,0,0,555,3,0,0
0.0,0,0,1,1,0,557
0.0,0,0,1,1,0,557
0.0,0,0,1,1,0,557
0.0,0,0,1,1,0,557
0.0,0,0,1,1,0,557
0.0,0,0,1,1,0,557
0.0,0,0,1,1,0,557
0.0,0,0,1,1,0,557
441.5125256940938,0,34,558,3,276,0
5.929701190603726,0,0,148,1,0,418
0.0,0,0,566,3,0,0
46.130547951819686,0,0,566,3,0,0
46.130547951819686,0,0,566,3,0,0
0.0,0,0,103,1,0,470
0.0,0,0,27,1,0,548
0.0,0,0,211,1,0,370
0.0,0,0,137,1,0,446
0.0,0,0,207,1,0,382
0.0,0,0,207,1,0,382
0.0,0,0,43,1,33,547
0.0,0,0,1,1,0,590
0.0,0,0,604,3,0,0
0.0,0,0,144,1,0,472
13.110408537217022,0,0,185,1,0,434
