food,kids,kills,ticks,gage,shots,spawn
0.0,0,0,12,1,0,15
0.0,0,0,11,1,0,26
0.0,0,0,14,1,0,35
0.0,0,0,48,1,34,14
0.0,0,0,43,1,34,19
0.0,0,0,49,1,34,32
0.0,0,0,61,1,32,21
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
0.0,0,0,1,1,0,81
13.064474540962529,0,0,81,1,0,5
13.064474540962529,0,0,81,1,0,5
0.0,0,0,63,1,33,42
9.888000000000012,0,1,112,1,64,13
10.54923121830921,0,0,93,1,0,41
0.0,0,0,175,1,0,24
0.0,0,0,169,1,0,37
0.0,0,0,169,1,0,37
26.23368388934313,0,0,187,1,0,23
0.0,0,0,184,1,0,28
0.0,0,0,21,1,0,207
0.0,0,0,198,1,0,39
0.0,0,0,198,1,0,39
0.0,0,0,213,1,0,27
0.0,0,0,251,1,0,6
0.0,0,0,228,1,0,30
0.0,0,0,314,1,0,8
0.0,0,0,82,1,0,259
0.0,0,0,82,1,0,259
0.0,0,0,41,1,0,323
0.0,0,0,370,1,0,20
0.0,0,0,362,1,0,36
0.0,0,0,425,1,0,16
0.0,0,0,425,1,0,17
0.0,0,0,388,1,0,62
0.0,0,0,64,1,0,399
0.0,0,0,484,1,0,22
0.0,0,0,480,1,0,34
0.0,0,0,516,1,0,2
0.0,0,0,386,1,0,135
0.0,0,0,509,1,0,31
0.0,0,0,89,1,0,464
0.0,0,0,473,1,0,82
0.0,0,0,12,1,0,554
0.0,0,0,45,1,33,541
0.0,0,0,39,1,0,556
0.0,0,0,39,1,0,556
0.0,0,0,586,1,0,10
0.0,0,0,586,1,0,10
17.107443974977556,0,1,155,1,87,443
0.0,0,0,523,1,0,83
0.0,0,0,590,1,0,38
0.0,0,0,12,1,0,629
14.92175482212924,0,0,45,1,0,598
14.92175482212924,0,0,45,1,0,598
0.0,0,0,463,1,0,211
0.0,0,0,321,1,0,365
12.318347577392574,0,0,694,1,0,7
0.0,0,0,672,1,0,29
0.0,0,0,20,1,0,702
0.0,0,0,48,1,34,675
0.0,0,0,26,1,0,703
0.0,0,0,706,1,0,33
0.0,0,0,614,1,0,125
0.0,0,0,121,1,0,644
0.0,0,0,1251,1,0,3
0.0,0,0,1251,1,0,4
0.0,0,0,1251,1,0,9
0.0,0,0,1251,1,0,11
0.0,0,0,1251,1,0,12
0.0,0,0,1251,1,0,18
0.0,0,0,1251,1,0,25
0.0,0,0,1251,1,0,40
0.0,0,0,62,1,33,1260
0.0,0,0,1251,1,0,105
0.0,0,0,1041,1,0,342
0.0,0,0,1041,1,0,342
14.516333863364444,0,0,866,1,0,519
0.0,0,0,38,1,34,1356
0.0,0,0,12,1,0,1384
0.0,0,0,50,1,0,1396
0.0,0,0,1236,1,0,213
0.0,0,0,1251,1,0,200
0.0,0,0,10,1,0,1447
26.883394619625108,0,0,977,1,0,500
0.0,0,0,1251,1,0,241
0.0,0,0,1251,1,0,258
0.0,0,0,20,1,0,1492
41.95245108962335,0,5,223,1,168,1322
0.0,0,0,560,1,0,1000
0.0,0,0,146,1,0,1561
0.0,0,0,1251,1,0,522
0.0,0,0,1046,1,0,740
14.792928470930544,0,0,285,1,0,1512
0.0,0,0,419,1,0,1394
0.0,0,0,43,1,33,1773
0.0,0,0,1251,1,0,566
0.0,0,0,1251,1,0,607
0.0,0,0,1251,1,0,641
0.0,0,0,118,1,0,1817
0.0,0,0,1,1,0,1936
5.074489941950028,0,0,1885,1,0,87
0.0,0,0,1251,1,0,723
0.0,0,0,1251,1,0,729
0.0,0,0,128,1,0,1858
0.0,0,0,442,1,0,1545
0.0,0,0,9,1,0,2000
0.0,0,0,49,1,33,1980
26.386922530706684,0,0,1443,1,0,597
0.0,0,0,148,1,0,1938
35.82769469025189,0,0,1651,1,0,741
0.0,0,0,13,1,0,2393
